id;download_url;has_animal;has_dog;has_owner;color;tail;address;lat;lon;camera_uid;date;processed;user_id
1;https://storage.yandexcloud.net/psstorage/6400.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
2;https://storage.yandexcloud.net/psstorage/823.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
3;https://storage.yandexcloud.net/psstorage/2100.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
4;https://storage.yandexcloud.net/psstorage/6366.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
5;https://storage.yandexcloud.net/psstorage/189.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
6;https://storage.yandexcloud.net/psstorage/6372.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
7;https://storage.yandexcloud.net/psstorage/2114.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
8;https://storage.yandexcloud.net/psstorage/6414.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
9;https://storage.yandexcloud.net/psstorage/А63.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
10;https://storage.yandexcloud.net/psstorage/А77.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
11;https://storage.yandexcloud.net/psstorage/2128.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
12;https://storage.yandexcloud.net/psstorage/6428.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
13;https://storage.yandexcloud.net/psstorage/638.jpg;1;1;0;3;2;;;;;03-11-2021 23:55:38;0;1
14;https://storage.yandexcloud.net/psstorage/А88.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
15;https://storage.yandexcloud.net/psstorage/604.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
16;https://storage.yandexcloud.net/psstorage/162.jpg;1;1;0;3;2;;;;;03-11-2021 23:55:38;0;1
17;https://storage.yandexcloud.net/psstorage/6399.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
18;https://storage.yandexcloud.net/psstorage/176.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
19;https://storage.yandexcloud.net/psstorage/А8.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
20;https://storage.yandexcloud.net/psstorage/610.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
21;https://storage.yandexcloud.net/psstorage/6164.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
22;https://storage.yandexcloud.net/psstorage/B113.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
23;https://storage.yandexcloud.net/psstorage/2302.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
24;https://storage.yandexcloud.net/psstorage/2464.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
25;https://storage.yandexcloud.net/psstorage/6602.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
26;https://storage.yandexcloud.net/psstorage/6616.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
27;https://storage.yandexcloud.net/psstorage/2470.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
28;https://storage.yandexcloud.net/psstorage/2316.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
29;https://storage.yandexcloud.net/psstorage/6170.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
30;https://storage.yandexcloud.net/psstorage/B107.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
31;https://storage.yandexcloud.net/psstorage/6158.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
32;https://storage.yandexcloud.net/psstorage/2458.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
33;https://storage.yandexcloud.net/psstorage/6819.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
34;https://storage.yandexcloud.net/psstorage/348.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
35;https://storage.yandexcloud.net/psstorage/360.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
36;https://storage.yandexcloud.net/psstorage/406.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
37;https://storage.yandexcloud.net/psstorage/6825.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
38;https://storage.yandexcloud.net/psstorage/412.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
39;https://storage.yandexcloud.net/psstorage/6831.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
40;https://storage.yandexcloud.net/psstorage/374.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
41;https://storage.yandexcloud.net/psstorage/6010.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
42;https://storage.yandexcloud.net/psstorage/2276.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
43;https://storage.yandexcloud.net/psstorage/2510.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
44;https://storage.yandexcloud.net/psstorage/B53.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
45;https://storage.yandexcloud.net/psstorage/6776.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
46;https://storage.yandexcloud.net/psstorage/6762.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
47;https://storage.yandexcloud.net/psstorage/B47.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
48;https://storage.yandexcloud.net/psstorage/599.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
49;https://storage.yandexcloud.net/psstorage/2504.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
50;https://storage.yandexcloud.net/psstorage/2262.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
51;https://storage.yandexcloud.net/psstorage/6004.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
52;https://storage.yandexcloud.net/psstorage/2538.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
53;https://storage.yandexcloud.net/psstorage/6038.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
54;https://storage.yandexcloud.net/psstorage/228.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
55;https://storage.yandexcloud.net/psstorage/B90.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
56;https://storage.yandexcloud.net/psstorage/B84.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
57;https://storage.yandexcloud.net/psstorage/214.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
58;https://storage.yandexcloud.net/psstorage/2289.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
59;https://storage.yandexcloud.net/psstorage/6789.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
60;https://storage.yandexcloud.net/psstorage/572.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
61;https://storage.yandexcloud.net/psstorage/566.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
62;https://storage.yandexcloud.net/psstorage/200.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
63;https://storage.yandexcloud.net/psstorage/6574.jpg;1;1;0;3;2;;;;;03-11-2021 23:55:38;0;1
64;https://storage.yandexcloud.net/psstorage/2074.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
65;https://storage.yandexcloud.net/psstorage/6212.jpg;0;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
66;https://storage.yandexcloud.net/psstorage/6206.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
67;https://storage.yandexcloud.net/psstorage/2060.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
68;https://storage.yandexcloud.net/psstorage/6560.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
69;https://storage.yandexcloud.net/psstorage/С85.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
70;https://storage.yandexcloud.net/psstorage/6548.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
71;https://storage.yandexcloud.net/psstorage/2048.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
72;https://storage.yandexcloud.net/psstorage/С91.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
73;https://storage.yandexcloud.net/psstorage/758.jpg;1;1;0;1;1;;;;;03-11-2021 23:55:38;0;1
74;https://storage.yandexcloud.net/psstorage/770.jpg;1;0;0;0;0;;;;;03-11-2021 23:55:38;0;1
75;https://storage.yandexcloud.net/psstorage/С46.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
76;https://storage.yandexcloud.net/psstorage/764.jpg;1;1;0;3;2;;;;;03-11-2021 23:55:38;0;1
77;https://storage.yandexcloud.net/psstorage/С53.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
78;https://storage.yandexcloud.net/psstorage/765.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
79;https://storage.yandexcloud.net/psstorage/С47.jpg;1;1;0;3;1;;;;;03-11-2021 23:55:38;0;1
80;https://storage.yandexcloud.net/psstorage/771.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
81;https://storage.yandexcloud.net/psstorage/759.jpg;1;1;0;2;2;;;;;03-11-2021 23:55:38;0;1
82;https://storage.yandexcloud.net/psstorage/С90.jpg;1;1;0;2;1;;;;;03-11-2021 23:55:38;0;1
83;https://storage.yandexcloud.net/psstorage/6549.jpg;1;1;0;1;2;;;;;03-11-2021 23:55:38;0;1
84;https://storage.yandexcloud.net/psstorage/С84.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
85;https://storage.yandexcloud.net/psstorage/2049.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
86;https://storage.yandexcloud.net/psstorage/2061.jpg;1;1;1;0;0;;;;;03-11-2021 23:55:38;0;1
